schema_version	status	job_id	array_job_id	array_task_id	shard_index	shard_count	started_at	finished_at	exit_code	orchestration_revision	solver_revision	preparation_receipt_sha256	toolchain_sha256	candidate_binary_sha256	shard_lock_sha256	bound_lock_sha256	raw_sha256	summary_sha256	resource_capture_sha256
1	complete	19962774	19962695	58	58	64	2026-07-27T00:47:31Z	2026-07-27T00:49:02Z	0	fd32ee2d167103a0a094c998fc6b280f56afe867	d2b45f5ea1263476405ca4da7fdeaf92328f1e8f	fe249c1414d6cb5472fbd4a7fbc0f93010bf0edb14f45a7403be2e49524a307e	c4eedb72792e031b6e27ef50580f2ec8e77ccfd651d2d8862045686a8d0cb534	9763f35f343b3d4b6b536a81ef6e6520840e332854117dee5e69c44062084cfc	eaa69380262e067669e87e684322e70c0bc364d21a3b4dd9fd0ac193a3bd2b76	7b62403b472122d0a99f8c04330ae34754c9c56958e7a03e22788df8cef1cfe8	69a33158a3e5ba153ac3349e0794d7c14918a80e12f78eb6cc9e075f3a4baca6	e69e8f0c77669ca1d9fa46cc3de1809f7532f0436e43c348932b06e49066b338	2ce1965d0f631ec24279ff746081e8f758104e6c8576bfe123dfc0502feabc83
