schema_version	status	job_id	run_id	orchestration_revision	solver_revision	orchestration_checkout	solver_checkout	account	partition	execution_mode	shard_count	campaign_root	cpu_model	cpus_per_task	cpu_bind	started_at	finished_at	task_exit_code	toolchain_sha256	rust_module_sha256	gcc_module_sha256	cargo_sha256	rustc_sha256	python_sha256	resource_wrapper_sha256	comparator_bundle_receipt_sha256	corpus_inventory_sha256	manifest_sha256	taxonomy_sha256	taxonomy_split_sha256	promotion_eligible	candidate_argv_json	candidate_argv_sha256	candidate_binary_sha256	solver_config_sha256	resource_capture_sha256
1	complete	19954911	20260726T200307Z-683b05672484-8368d21	683b05672484b3269b521140b511b68fdb7ca7bf	8368d21de96eec77f3bb5f6820c11d1363d3041b	/net/scratch/hscra/plgrid/plgnasqret/codex-control/projects/euf-viper/orchestration-checkouts/683b05672484b3269b521140b511b68fdb7ca7bf	/net/scratch/hscra/plgrid/plgnasqret/codex-control/projects/euf-viper/solver-checkouts/8368d21de96eec77f3bb5f6820c11d1363d3041b	plgccaiautore2026-cpu	plgrid	prepare-sharded	2	/net/scratch/hscra/plgrid/plgnasqret/codex-control/projects/euf-viper/campaigns/20260726T200307Z-683b05672484-8368d21	AMD EPYC 9654 96-Core Processor	1	cores	2026-07-26T20:04:54Z	2026-07-26T20:09:38Z	0	c4eedb72792e031b6e27ef50580f2ec8e77ccfd651d2d8862045686a8d0cb534	e39e52bc7bd2ac135ea3031498001f64ebafb86dab12a19746fa3c6867612b6a	abb2118f73e423a17ebdf0e625393639c9cc5a6159a7cd18c9186a5911811576	5aba5ad0ebbe4acd51fe86c4bdb52f7874c996dfb6ef18dd7c6a8162eff01e94	b64ed395e7062966b30dcbee676aa80612bd08c6b5637f94fda0e144d99e2eb9	330dac3ce66a47096592fa663b9cad1631d753afeaaceff851d2164f9616a5f9	cec68813c065d4e407f4456213b4fd12b8770b78a45e7cb4e9b314bf1f09c87f	034af9fb5b4de52502b03e0f1ab43a6166897468af08f496d99eb3456e68742e	9b39c70a794d52277a4e5d83731f0ebc50a2f3b804eb1dfc8cf32766a5ebeadc	403d35ae02259751d634813d1595b897ca414f59c6ec276478bf7c2d200b6711	4b27a10638da30e3e88f3251ffdf45e79f187492941a233f66dc727d7557ab43	653fd20874756f4fceffb4549e6157eea90813bd0d28a8728bf99239eb600981	true	["{binary}","fabric-solve","--engine","quotient-portfolio","{instance}"]	f368c419fa939fbf19f8c7a808271383008e681d20786fed3f35864d5447f9e7	c146a7be8b2146e9d405feffc68d821608908c08d06632e738ef9ab53e9772e0	902b46941be035c7435765dc4a93019eddaef9f80e1a36196385cb7a61d55a79	-
