schema_version	status	job_id	shard_count	preparation_receipt_sha256	analysis_status	analysis_sha256	audit_index_sha256
1	complete	19955833	64	a4c7772069a2bb3ca67368d61160721c972cecef4ae8f6373aa7970782f40a31	rejected	a5ef7afb5aeaa627b0cae80c7382dbfb9891d894277b10f12e95cc1031ede8ba	1db9cba7b97ef2c6d40d412599fcf8c7edf5b4fab0e8ba6b36b91612230604f1
