schema_version	status	job_id	shard_count	preparation_receipt_sha256	analysis_status	analysis_sha256	audit_index_sha256
1	complete	19961245	64	1ac4f6606eaeb110c17e732053ec47bf9768bd4a22fcc9135493cd913a1418c7	rejected	741dd531fa1048cb9f949a91f3db70bd8c8ef004bda3130b11f416a19393599c	c0bfd9f526063c74e9cfce18d0874043c321244275927c25f1864489bd7f7728
