schema_version	status	job_id	array_job_id	array_task_id	orchestration_revision	solver_sha256	selection_sha256	manifest_sha256	shard_sha256	task_script_sha256	sbatch_script_sha256	runner_sha256	toolchain_sha256	cpu_model	affinity_cpus	started_at	finished_at	task_exit_code
1	complete	19968145	19968141	1	e9fef17ae20c9c4bfd6ece3c30b1cfc033ebbc93	68855954be123c4cac0cab81b4c0594f23492bc313334a7aaf06b7986a182a9d	7f6beb21bf96fb891ef4b8d135172ca1e2239bd9c8232cabd01cd76fe2bf77ca	89a36835154ab9a1f406d9aa2ec4b8dc6ce62b6720c75ffd40cb3c1f91c865cd	5e180d4dd68b266e4f018d96971822a1e52b655ac812d68f75d82f11966b6958	86ff82b59ff4ed0248ca3d52d147ba36d8e73625f320c4ee12aaec90df56811a	acc1272c89114a5443c675c3b50f96560fb7794c94d25b71942be207167a8014	22cf14c72e8dc833fa6d6a251e9e911b14e09617e02856caa6474fa5002ab95d	c4eedb72792e031b6e27ef50580f2ec8e77ccfd651d2d8862045686a8d0cb534	AMD EPYC 9654 96-Core Processor	1	2026-07-27T07:50:02Z	2026-07-27T07:57:16Z	0
