schema_version	status	mode	job_id	array_job_id	array_task_id	orchestration_revision	solver_sha256	selection_sha256	manifest_sha256	shard_sha256	task_script_sha256	sbatch_script_sha256	runner_sha256	toolchain_sha256	cpu_model	affinity_cpus	started_at	finished_at	task_exit_code
2	complete	braid-threshold	19972208	19972198	8	823342079a7dca7095b88728b4e97af9979bc3cb	4ec0fb87ce1745b7ed73b60663a7451facfd00ddfff34a4149d7e2bb7bcb0fff	f8451eb86331f9f236bed3d1c3fb1a6532d37bc3b738746e945c06a4ccf5f681	8caa354aa60b4ba0430b4cd974b2390a9075890a645afc240ae6a911836377e5	818ec5dd84ee5b35840c82dc833a19ed206e990f0eedf1f4c91afc4320e800cb	c61622308d3979b97501f06a6e4a2906db046aa0b50daf579fe5a2f2ce84eb97	acc1272c89114a5443c675c3b50f96560fb7794c94d25b71942be207167a8014	22cf14c72e8dc833fa6d6a251e9e911b14e09617e02856caa6474fa5002ab95d	c4eedb72792e031b6e27ef50580f2ec8e77ccfd651d2d8862045686a8d0cb534	AMD EPYC 9654 96-Core Processor	1	2026-07-27T10:46:33Z	2026-07-27T10:47:01Z	0
