schema_version	status	job_id	array_job_id	array_task_id	shard_index	shard_count	started_at	finished_at	exit_code	orchestration_revision	solver_revision	preparation_receipt_sha256	toolchain_sha256	candidate_binary_sha256	shard_lock_sha256	bound_lock_sha256	raw_sha256	summary_sha256	resource_capture_sha256
1	complete	19954999	19954999	1	1	2	2026-07-26T20:11:28Z	2026-07-26T20:11:42Z	0	683b05672484b3269b521140b511b68fdb7ca7bf	8368d21de96eec77f3bb5f6820c11d1363d3041b	0b3c8f820850d6725e91b535df80e2a7682593a582af66e41b7be5c726cb90a9	c4eedb72792e031b6e27ef50580f2ec8e77ccfd651d2d8862045686a8d0cb534	c146a7be8b2146e9d405feffc68d821608908c08d06632e738ef9ab53e9772e0	4208fb2607705ed2903085380750522c2673c4e037a78893b5e6f5395496de48	29e7d2855590446f1bf9acc188f73798129977a0bc48a213d77b4e87b3b23bc2	68034c76ee21aab3ddf7080b5350469a63ce1c6a4bd5f7c03a91f4de39735f99	eb78b51bb010b377ca0839fa66ae729e693d7e5a41792db2c4b9411ef48e680d	27b82748fb28f087e6a809b94dc0fb482b1d729c9ff4a87c9581925316bfd8eb
