schema_version	status	job_id	run_id	orchestration_revision	solver_revision	orchestration_checkout	solver_checkout	account	partition	execution_mode	shard_count	campaign_root	cpu_model	cpus_per_task	cpu_bind	started_at	finished_at	task_exit_code	toolchain_sha256	rust_module_sha256	gcc_module_sha256	cargo_sha256	rustc_sha256	python_sha256	resource_wrapper_sha256	comparator_bundle_receipt_sha256	corpus_inventory_sha256	manifest_sha256	taxonomy_sha256	taxonomy_split_sha256	promotion_eligible	candidate_argv_json	candidate_argv_sha256	candidate_binary_sha256	solver_config_sha256	resource_capture_sha256
1	complete	19955431	20260726T203358Z-da57b301a572-8368d21	da57b301a57211dcf87cfbb8863add8526b13e2f	8368d21de96eec77f3bb5f6820c11d1363d3041b	/net/scratch/hscra/plgrid/plgnasqret/codex-control/projects/euf-viper/orchestration-checkouts/da57b301a57211dcf87cfbb8863add8526b13e2f	/net/scratch/hscra/plgrid/plgnasqret/codex-control/projects/euf-viper/solver-checkouts/8368d21de96eec77f3bb5f6820c11d1363d3041b	plgccaiautore2026-cpu	plgrid	prepare-sharded	64	/net/scratch/hscra/plgrid/plgnasqret/codex-control/projects/euf-viper/campaigns/20260726T203358Z-da57b301a572-8368d21	AMD EPYC 9654 96-Core Processor	1	cores	2026-07-26T20:36:23Z	2026-07-26T20:57:27Z	0	c4eedb72792e031b6e27ef50580f2ec8e77ccfd651d2d8862045686a8d0cb534	e39e52bc7bd2ac135ea3031498001f64ebafb86dab12a19746fa3c6867612b6a	abb2118f73e423a17ebdf0e625393639c9cc5a6159a7cd18c9186a5911811576	5aba5ad0ebbe4acd51fe86c4bdb52f7874c996dfb6ef18dd7c6a8162eff01e94	b64ed395e7062966b30dcbee676aa80612bd08c6b5637f94fda0e144d99e2eb9	330dac3ce66a47096592fa663b9cad1631d753afeaaceff851d2164f9616a5f9	cec68813c065d4e407f4456213b4fd12b8770b78a45e7cb4e9b314bf1f09c87f	034af9fb5b4de52502b03e0f1ab43a6166897468af08f496d99eb3456e68742e	9b39c70a794d52277a4e5d83731f0ebc50a2f3b804eb1dfc8cf32766a5ebeadc	f615ae80b80d5a15521e1d285bb2bd9b5a538d64e9237500fcfc6dc2a700a7bf	120816f65ef25c323f336ad7d58f2689818b67faf8754b78db88d3741e755fcb	37268581f5a9a07797c81c20f07ab630f0b52c80b5fc96408369fd4326eb8c44	true	["{binary}","fabric-solve","--engine","quotient-portfolio","{instance}"]	f368c419fa939fbf19f8c7a808271383008e681d20786fed3f35864d5447f9e7	c146a7be8b2146e9d405feffc68d821608908c08d06632e738ef9ab53e9772e0	8e6f7f37aebaa3436e837f5fe460b8010e7dfa1225f49b604cf82e431b1dde25	-
