schema_version	status	job_id	shard_count	preparation_receipt_sha256	analysis_status	analysis_sha256	audit_index_sha256
1	complete	19962708	64	fe249c1414d6cb5472fbd4a7fbc0f93010bf0edb14f45a7403be2e49524a307e	rejected	a842d33d3620e0439a165a9a748daf3c4048f3c65cf2d3f20c24adb1f7661218	8c39332dc719473e8b8eccc23b718843dccad3b9b8ae0a4a171fe73ef895087e
