schema_version	status	mode	job_id	array_job_id	array_task_id	orchestration_revision	solver_sha256	selection_sha256	manifest_sha256	shard_sha256	task_script_sha256	sbatch_script_sha256	runner_sha256	toolchain_sha256	cpu_model	affinity_cpus	started_at	finished_at	task_exit_code
2	complete	confirm-stage10	19968282	19968275	4	e9fef17ae20c9c4bfd6ece3c30b1cfc033ebbc93	68855954be123c4cac0cab81b4c0594f23492bc313334a7aaf06b7986a182a9d	b9f0b5581954cd06577060bfb3b9b835e111f069369c51ac1753d89f81409dbd	deede0b54e3c4f1af733bbd691a6acfe7907751ed9862abbf3af0ca0f669ef63	40b57ae8a1895de876fbd5b05587254d6a1750cd8ed5e60bd908d548d919ac8b	0263f3c9099eeced971dd222569bd7d6072b76f04aebd661b0161af212c862e1	acc1272c89114a5443c675c3b50f96560fb7794c94d25b71942be207167a8014	22cf14c72e8dc833fa6d6a251e9e911b14e09617e02856caa6474fa5002ab95d	c4eedb72792e031b6e27ef50580f2ec8e77ccfd651d2d8862045686a8d0cb534	AMD EPYC 9654 96-Core Processor	1	2026-07-27T08:04:00Z	2026-07-27T08:04:17Z	0
