schema_version	status	job_id	array_job_id	array_task_id	shard_index	shard_count	started_at	finished_at	exit_code	orchestration_revision	solver_revision	preparation_receipt_sha256	toolchain_sha256	candidate_binary_sha256	shard_lock_sha256	bound_lock_sha256	raw_sha256	summary_sha256	resource_capture_sha256
1	complete	19955305	19955299	0	0	2	2026-07-26T20:29:51Z	2026-07-26T20:30:02Z	0	14a46b7a5a3c4cd759e4550c892e81e4eeef32c7	8368d21de96eec77f3bb5f6820c11d1363d3041b	dc2ebb8dfea39a1b8a8488d110c691c4da37b815d371073c2ade973b35f467b4	c4eedb72792e031b6e27ef50580f2ec8e77ccfd651d2d8862045686a8d0cb534	c146a7be8b2146e9d405feffc68d821608908c08d06632e738ef9ab53e9772e0	3cda40fa78f11690d0fd438f9c31994405e0823b8ba3ba73512aa05a828fe9c7	291d37930532abfa67342e06652a89b6a5d5f3e3c9f7011e1ea10eb033286889	c6865ebcfa57b8bb358a6496e4c6d0eefbe89f9d08976966a121430dbf6bf7fc	c9c444daf259985df8ed66d5487752072b955c3703af0df056f39035f5df87d7	816390c1d37ee98262f4a3b6082043cd12c6a836aaaf778df454cbefac885cb3
