schema_version	status	job_id	shard_count	preparation_receipt_sha256	analysis_status	analysis_sha256	audit_index_sha256
1	complete	19955000	2	0b3c8f820850d6725e91b535df80e2a7682593a582af66e41b7be5c726cb90a9	rejected	323905eaa2ad5ea70609ac640e98dcf2512628271431445c7ff3ed222fcb8e9a	cd508a1c0a5c42deaee06acb738590bbe01efadfae30fd7d4774b8c6140c535d
