schema_version	status	mode	job_id	array_job_id	array_task_id	orchestration_revision	solver_sha256	selection_sha256	manifest_sha256	shard_sha256	task_script_sha256	sbatch_script_sha256	runner_sha256	toolchain_sha256	cpu_model	affinity_cpus	started_at	finished_at	task_exit_code
2	complete	confirm-stage10	19968844	19968814	20	bc5f4c37154709a38b70773553bca9f761259d56	989b93eff18d517f6b8b5b71023471886679c28038fa30c9d4126e22ad078f38	b9f0b5581954cd06577060bfb3b9b835e111f069369c51ac1753d89f81409dbd	deede0b54e3c4f1af733bbd691a6acfe7907751ed9862abbf3af0ca0f669ef63	6676b268b011eba74558cb2941f5bc9538a3c8c580ab1968ff03a44002a36fa2	0263f3c9099eeced971dd222569bd7d6072b76f04aebd661b0161af212c862e1	acc1272c89114a5443c675c3b50f96560fb7794c94d25b71942be207167a8014	22cf14c72e8dc833fa6d6a251e9e911b14e09617e02856caa6474fa5002ab95d	c4eedb72792e031b6e27ef50580f2ec8e77ccfd651d2d8862045686a8d0cb534	AMD EPYC 9654 96-Core Processor	1	2026-07-27T08:44:54Z	2026-07-27T08:45:17Z	0
