schema_version	status	job_id	array_job_id	array_task_id	shard_index	shard_count	started_at	finished_at	exit_code	orchestration_revision	solver_revision	preparation_receipt_sha256	toolchain_sha256	candidate_binary_sha256	shard_lock_sha256	bound_lock_sha256	raw_sha256	summary_sha256	resource_capture_sha256
1	complete	19955883	19955828	35	35	64	2026-07-26T21:00:51Z	2026-07-26T21:02:25Z	0	da57b301a57211dcf87cfbb8863add8526b13e2f	8368d21de96eec77f3bb5f6820c11d1363d3041b	a4c7772069a2bb3ca67368d61160721c972cecef4ae8f6373aa7970782f40a31	c4eedb72792e031b6e27ef50580f2ec8e77ccfd651d2d8862045686a8d0cb534	c146a7be8b2146e9d405feffc68d821608908c08d06632e738ef9ab53e9772e0	8a516c52057a76c643965e5bfb800c0a33ad6aeddb439f947ecae1744d4d4bb4	8a6e2893ea1ec5a0ec044260f34b33924e171bfa8792a272a717a850d1a07615	5d4b82d2714a6d1d58f970f1f95d6392f6a3b2b4dbefb21d58607d8c8d1c9853	66563780490df590a958cd8421ff2b8c46a9bcd007e2318b0d23b582868d8e56	1956c48d094dc5c84ede566032e7d6df0897c333a1e4074c65812491ec453f75
