schema_version	status	job_id	shard_count	preparation_receipt_sha256	analysis_status	analysis_sha256	audit_index_sha256
1	complete	19955300	2	dc2ebb8dfea39a1b8a8488d110c691c4da37b815d371073c2ade973b35f467b4	rejected	9ab940b8f4a26fc06b79199491e96ebe1392178b9ee9c2d08a68a8f1b26468a8	f6e3f57079963475c2b717fcd6f29a21ace0dc625d1fd93771ddfaca24b69cb8
